replica,sigma,population,network,true_model,net_size,colab_cond,stickiness_agent,stickiness_switch,stickiness_overall
28,0.2,Bo,Lattice,7,484,COLAB,0.8828223435531289,0.8266494178525227,0.8551063829787234
29,0.2,Bo,Lattice,7,484,COLAB,0.87708719851577,0.8277727682596934,0.8520804755372656
30,0.2,Bo,Lattice,7,484,COLAB,0.8642578125,0.8095854922279793,0.8352428964252979
31,0.2,Bo,Lattice,7,484,COLAB,0.882024882024882,0.8197009674582234,0.8512486427795873
32,0.2,Bo,Lattice,7,484,COLAB,0.8826914563966357,0.8160069595476294,0.8490566037735849
33,0.2,Bo,Lattice,7,484,COLAB,0.8770528184642699,0.8317677198975235,0.8539717083786724
34,0.2,Bo,Lattice,7,484,COLAB,0.8725722406442444,0.8224215246636771,0.8468094909007141
35,0.2,Bo,Lattice,7,484,COLAB,0.8633060853769301,0.8279702970297029,0.8447903156074362
36,0.2,Bo,Lattice,7,484,COLAB,0.8886097152428811,0.8345388788426763,0.8626086956521739
37,0.2,Bo,Lattice,7,484,COLAB,0.8652680652680653,0.8262411347517731,0.8452624403544649
38,0.2,Bo,Lattice,7,484,COLAB,0.8665681930083703,0.820580474934037,0.8422764227642277
39,0.2,Bo,Lattice,7,484,COLAB,0.8806767586821015,0.8156660412757973,0.8490178163544998
40,0.2,Bo,Lattice,7,484,COLAB,0.8754847048685911,0.8269473684210527,0.8509369676320273
41,0.2,Bo,Lattice,7,484,COLAB,0.8762649494020239,0.8261997405966277,0.8504568754178738
42,0.2,Bo,Lattice,7,484,COLAB,0.8695079086115993,0.8268765133171913,0.8472864955826672
43,0.2,Bo,Lattice,7,484,COLAB,0.87677304964539,0.8322295805739515,0.8544569785445698
44,0.2,Bo,Lattice,7,484,COLAB,0.8700878409616274,0.8248562582927907,0.8469710669077758
45,0.2,Bo,Lattice,7,484,COLAB,0.8544647261963493,0.8282082820828208,0.8401253918495297
46,0.2,Bo,Lattice,7,484,COLAB,0.8740601503759399,0.8205244122965643,0.8467741935483871
47,0.2,Bo,Lattice,7,484,COLAB,0.881886293521375,0.8194009834599911,0.8508655126498003
48,0.2,Bo,Lattice,7,484,COLAB,0.8838951310861423,0.8193493150684932,0.8520784975733278
49,0.2,Bo,Lattice,7,484,COLAB,0.8641864634692963,0.8138319260152794,0.8376430690970751
50,0.2,Bo,Lattice,7,484,COLAB,0.8677576293675364,0.8147218736930155,0.8404987102321582
1,0.2,Bo,Lattice,7,484,NOLAB,0.869260017548991,0.8253172027146651,0.8473854289071681
2,0.2,Bo,Lattice,7,484,NOLAB,0.8695901404413873,0.8328011611030479,0.8513123738102105
3,0.2,Bo,Lattice,7,484,NOLAB,0.8728356514334374,0.8318452380952381,0.85282580270231
4,0.2,Bo,Lattice,7,484,NOLAB,0.8805246649558027,0.8084255842558425,0.8458351827193372
5,0.2,Bo,Lattice,7,484,NOLAB,0.8669590643274854,0.8295951063210021,0.848241645994455
6,0.2,Bo,Lattice,7,484,NOLAB,0.8673529411764705,0.8215215504772925,0.8442467551407321
7,0.2,Bo,Lattice,7,484,NOLAB,0.8696509009009009,0.8310019982871824,0.8504606661941885
8,0.2,Bo,Lattice,7,484,NOLAB,0.8725934314835787,0.8178571428571428,0.8459082994776552
9,0.2,Bo,Lattice,7,484,NOLAB,0.8833241607044579,0.8229166666666666,0.8547405044940563
10,0.2,Bo,Lattice,7,484,NOLAB,0.8769097722686653,0.8114267873868248,0.8454736211031175
11,0.2,Bo,Lattice,7,484,NOLAB,0.8698085419734904,0.8294032023289666,0.8494875549048316
12,0.2,Bo,Lattice,7,484,NOLAB,0.8719601523586288,0.8025059665871122,0.8375461936437546
13,0.2,Bo,Lattice,7,484,NOLAB,0.8809135399673735,0.8269173381080275,0.8551714326362214
14,0.2,Bo,Lattice,7,484,NOLAB,0.8741418764302059,0.82237429336507,0.8487676826600554
15,0.2,Bo,Lattice,7,484,NOLAB,0.8768851110501782,0.8293768545994065,0.8540686903235001
16,0.2,Bo,Lattice,7,484,NOLAB,0.8773584905660378,0.8295081967213115,0.854289409397902
17,0.2,Bo,Lattice,7,484,NOLAB,0.8762233736327001,0.8165844636251541,0.8474248288181007
18,0.2,Bo,Lattice,7,484,NOLAB,0.8850415512465374,0.825,0.8562770562770563
19,0.2,Bo,Lattice,7,484,NOLAB,0.883965660481861,0.8187981510015409,0.8531213535589265
20,0.2,Bo,Lattice,7,484,NOLAB,0.874821377536439,0.8213644524236984,0.8487063294839936
21,0.2,Bo,Lattice,7,484,NOLAB,0.8819157720891825,0.8301428137344272,0.8573079145002889
22,0.2,Bo,Lattice,7,484,NOLAB,0.8637610484608351,0.8190255220417634,0.8408381631743201
23,0.2,Bo,Lattice,7,484,NOLAB,0.8671554252199414,0.8236645605973578,0.8451828206616367
24,0.2,Bo,Lattice,7,484,NOLAB,0.8804496846723334,0.8202653799758746,0.8517880224041361
25,0.2,Bo,Lattice,7,484,NOLAB,0.8762683201803834,0.8201845787436737,0.848993774431736
26,0.2,Bo,Lattice,7,484,NOLAB,0.8782707622298066,0.826741440377804,0.8529837775202781
27,0.2,Bo,Lattice,7,484,NOLAB,0.8768583450210379,0.8348030570252792,0.856322663987369
28,0.2,Bo,Lattice,7,484,NOLAB,0.8699708454810495,0.836441893830703,0.8530730296456978
29,0.2,Bo,Lattice,7,484,NOLAB,0.8752131893121091,0.8377731218198144,0.8569762356028576
30,0.2,Bo,Lattice,7,484,NOLAB,0.8671390611160319,0.8224817518248175,0.8446858485026424
31,0.2,Bo,Lattice,7,484,NOLAB,0.8695780466214222,0.8191365227537923,0.844212996919466
32,0.2,Bo,Lattice,7,484,NOLAB,0.8796165773893431,0.8111782477341389,0.8465801370861893
33,0.2,Bo,Lattice,7,484,NOLAB,0.8793055166619994,0.8104875804967802,0.8464578454332553
34,0.2,Bo,Lattice,7,484,NOLAB,0.8725934314835787,0.8178571428571428,0.8459082994776552
35,0.2,Bo,Lattice,7,484,NOLAB,0.8792526491912995,0.8352513628104179,0.8581591173054588
36,0.2,Bo,Lattice,7,484,NOLAB,0.8721174004192872,0.8220261636750836,0.8472683368548144
37,0.2,Bo,Lattice,7,484,NOLAB,0.8739616155829275,0.8376932223543401,0.8561633843909555
38,0.2,Bo,Lattice,7,484,NOLAB,0.8698795180722891,0.8327316486161251,0.8512944009632751
39,0.2,Bo,Lattice,7,484,NOLAB,0.8784781374219194,0.8226356589147287,0.8517859789536091
40,0.2,Bo,Lattice,7,484,NOLAB,0.8637844240450103,0.8380648899188876,0.8507834236345
41,0.2,Bo,Lattice,7,484,NOLAB,0.8762446657183499,0.8304180254965906,0.8538037166085947
42,0.2,Bo,Lattice,7,484,NOLAB,0.8843881856540085,0.8373855383643827,0.8622433799464445
43,0.2,Bo,Lattice,7,484,NOLAB,0.878796480272495,0.8220415537488708,0.8512565751022794
44,0.2,Bo,Lattice,7,484,NOLAB,0.8832175307322288,0.8095975232198143,0.8491107286288009
45,0.2,Bo,Lattice,7,484,NOLAB,0.8765182186234818,0.8313289236319904,0.8543632075471699
46,0.2,Bo,Lattice,7,484,NOLAB,0.8709677419354839,0.814406041243102,0.8433016053416679
47,0.2,Bo,Lattice,7,484,NOLAB,0.8792517006802721,0.8079287031346036,0.8450309643173105
48,0.2,Bo,Lattice,7,484,NOLAB,0.8712077847738982,0.8267355134825014,0.8489971346704871
49,0.2,Bo,Lattice,7,484,NOLAB,0.8712784588441331,0.8155104513783702,0.8439125910509886
50,0.2,Bo,Lattice,7,484,NOLAB,0.8814631463146314,0.8193469636862984,0.852017937219731
1,0.5,Bo,Lattice,13,413,COLAB,0.5498652291105122,0.4453125,0.4759273875295975
2,0.5,Bo,Lattice,13,413,COLAB,0.5919003115264798,0.45238095238095233,0.49396471680594245
3,0.5,Bo,Lattice,13,413,COLAB,0.5555555555555556,0.4733395696913003,0.498373454782043
4,0.5,Bo,Lattice,13,413,COLAB,0.5405940594059406,0.4672897196261683,0.4879821129122415
5,0.5,Bo,Lattice,13,413,COLAB,0.5372340425531915,0.44999999999999996,0.47570532915360497
6,0.5,Bo,Lattice,13,413,COLAB,0.5506958250497018,0.43320158102766804,0.4666289592760181
7,0.5,Bo,Lattice,13,413,COLAB,0.5758928571428572,0.45345622119815665,0.4892367906066536
8,0.5,Bo,Lattice,13,413,COLAB,0.5415778251599147,0.4485420240137221,0.4752293577981651
9,0.5,Bo,Lattice,13,413,COLAB,0.5778251599147122,0.4266094420600859,0.47001223990208074
10,0.5,Bo,Lattice,13,413,COLAB,0.5227817745803358,0.47693726937269376,0.4896735509660226
11,0.5,Bo,Lattice,13,413,COLAB,0.5431034482758621,0.479933110367893,0.49759036144578317
12,0.5,Bo,Lattice,13,413,COLAB,0.5446428571428572,0.43031784841075793,0.46360485268630847
13,0.5,Bo,Lattice,13,413,COLAB,0.5463917525773196,0.41465968586387436,0.4527177959791512
14,0.5,Bo,Lattice,13,413,COLAB,0.5510204081632653,0.4783783783783784,0.49903288201160545
15,0.5,Bo,Lattice,13,413,COLAB,0.5520504731861199,0.44430844553243576,0.4744268077601411
16,0.5,Bo,Lattice,13,413,COLAB,0.5494505494505495,0.47675478577939834,0.49806701030927836
17,0.5,Bo,Lattice,13,413,COLAB,0.5674418604651164,0.477767265846736,0.503698722259583
18,0.5,Bo,Lattice,13,413,COLAB,0.5465686274509804,0.4438927507447865,0.47349823321554774
19,0.5,Bo,Lattice,13,413,COLAB,0.5931477516059958,0.49162995594713654,0.521223470661673
20,0.5,Bo,Lattice,13,413,COLAB,0.51653944020356235,0.470648815653965,0.4838709677419355
21,0.5,Bo,Lattice,13,413,COLAB,0.5452322738386308,0.4700460829493087,0.49062918340026773
22,0.5,Bo,Lattice,13,413,COLAB,0.5696821515892421,0.4737864077669903,0.5010423905489924
23,0.5,Bo,Lattice,13,413,COLAB,0.5460674157303371,0.4605026929982047,0.4849262347658756
24,0.5,Bo,Lattice,13,413,COLAB,0.5435294117647058,0.4527777777777777,0.47840531561461797
25,0.5,Bo,Lattice,13,413,COLAB,0.6135265700483092,0.4315443592552026,0.4883195177091183
26,0.5,Bo,Lattice,13,413,COLAB,0.5607940446650124,0.44236760124610597,0.47730600292825764
27,0.5,Bo,Lattice,13,413,COLAB,0.5510204081632653,0.49268738574040216,0.5094462540716612
28,0.5,Bo,Lattice,13,413,COLAB,0.503370786516854,0.41724738675958184,0.4413057124921532
29,0.5,Bo,Lattice,13,413,COLAB,0.5063829787234042,0.47515527950310554,0.4835039817974972
30,0.5,Bo,Lattice,13,413,COLAB,0.5341880341880342,0.4551056338028169,0.47817955112219457
31,0.5,Bo,Lattice,13,413,COLAB,0.5480769230769231,0.45707070707070707,0.4847775175644028
32,0.5,Bo,Lattice,13,413,COLAB,0.5476190476190477,0.43843283582089554,0.4691689008042895
33,0.5,Bo,Lattice,13,413,COLAB,0.5595744680851064,0.4809902740937224,0.5040599625234228
34,0.5,Bo,Lattice,13,413,COLAB,0.5415778251599147,0.4485420240137221,0.4752293577981651
35,0.5,Bo,Lattice,13,413,COLAB,0.5568445475638051,0.4112595419847328,0.45368492224476
36,0.5,Bo,Lattice,13,413,COLAB,0.5538461538461539,0.44034707158351405,0.47408536585365857
37,0.5,Bo,Lattice,13,413,COLAB,0.5553319919517102,0.475298126064736,0.4991023339317774
38,0.5,Bo,Lattice,13,413,COLAB,0.581267217630854,0.43448275862068964,0.47769667477696676
39,0.5,Bo,Lattice,13,413,COLAB,0.5154185022026432,0.43223443223443225,0.45666235446313064
40,0.5,Bo,Lattice,13,413,COLAB,0.5345622119815668,0.47001934235976794,0.48910081743869205
41,0.5,Bo,Lattice,13,413,COLAB,0.592741935483871,0.46285226302305726,0.501499700059988
42,0.5,Bo,Lattice,13,413,COLAB,0.542997542997543,0.45749761222540597,0.4814305364511692
43,0.5,Bo,Lattice,13,413,COLAB,0.5706521739130435,0.4545454545454546,0.49003322259136217
44,0.5,Bo,Lattice,13,413,COLAB,0.5415162454873645,0.4683636363636363,0.4893727319854847
45,0.5,Bo,Lattice,13,413,COLAB,0.5582959641255605,0.4621004566210045,0.4899415963659961
46,0.5,Bo,Lattice,13,413,COLAB,0.5127551020408163,0.4532374100719424,0.4703296703296703
47,0.5,Bo,Lattice,13,413,COLAB,0.5488126649076517,0.4365591397849462,0.4690603514132926
48,0.5,Bo,Lattice,13,413,COLAB,0.5355029585798816,0.43538998835855647,0.4636591478696742
49,0.5,Bo,Lattice,13,413,COLAB,0.5797752808988764,0.4582560296846011,0.49376231122783976
50,0.5,Bo,Lattice,13,413,COLAB,0.5652173913043479,0.46733668341708545,0.4964705882352941
1,0.5,Bo,Lattice,13,413,NOLAB,0.5151515151515151,0.4874815905743741,0.49590163934426235
2,0.5,Bo,Lattice,13,413,NOLAB,0.5907692307692307,0.4825072886297376,0.5173095944609298
3,0.5,Bo,Lattice,13,413,NOLAB,0.5160349854227405,0.468869123252859,0.48318584070796455
4,0.5,Bo,Lattice,13,413,NOLAB,0.5434083601286174,0.5163826998689385,0.5242085661080074
5,0.5,Bo,Lattice,13,413,NOLAB,0.5486725663716814,0.4553734061930783,0.4825806451612903
6,0.5,Bo,Lattice,13,413,NOLAB,0.527027027027027,0.5058962264150944,0.5123152709359606
7,0.5,Bo,Lattice,13,413,NOLAB,0.5,0.4779541446208113,0.48427672955974843
8,0.5,Bo,Lattice,13,413,NOLAB,0.6005434782608696,0.48842874543239956,0.5231286795626577
9,0.5,Bo,Lattice,13,413,NOLAB,0.5051546391752577,0.4602446483180428,0.4740740740740741
10,0.5,Bo,Lattice,13,413,NOLAB,0.47186147186147187,0.4652317880794702,0.46706586826347307
11,0.5,Bo,Lattice,13,413,NOLAB,0.522633744855967,0.4991023339317774,0.50625
12,0.5,Bo,Lattice,13,413,NOLAB,0.46153846153846156,0.4418604651162791,0.447585394581861
13,0.5,Bo,Lattice,13,413,NOLAB,0.5869565217391304,0.47889610389610393,0.5123318385650224
14,0.5,Bo,Lattice,13,413,NOLAB,0.49488054607508536,0.4593023255813954,0.4699286442405708
15,0.5,Bo,Lattice,13,413,NOLAB,0.5552486187845305,0.47745664739884397,0.5004074979625102
16,0.5,Bo,Lattice,13,413,NOLAB,0.5283582089552239,0.46088019559902205,0.4804856895056374
17,0.5,Bo,Lattice,13,413,NOLAB,0.5302197802197802,0.46768507638072854,0.4864197530864197
18,0.5,Bo,Lattice,13,413,NOLAB,0.47854785478547857,0.4455587392550143,0.45554445554445555
19,0.5,Bo,Lattice,13,413,NOLAB,0.5490797546012269,0.47124824684431976,0.49566891241578437
20,0.5,Bo,Lattice,13,413,NOLAB,0.5681818181818181,0.4959893048128342,0.519090909090909
21,0.5,Bo,Lattice,13,413,NOLAB,0.49683544303797467,0.4513031550068587,0.4650717703349282
22,0.5,Bo,Lattice,13,413,NOLAB,0.5575221238938053,0.47600518806744485,0.5009009009009009
23,0.5,Bo,Lattice,13,413,NOLAB,0.5342960288808665,0.5016339869281046,0.5118110236220472
24,0.5,Bo,Lattice,13,413,NOLAB,0.5570776255707763,0.5010245901639344,0.5183875530410185
25,0.5,Bo,Lattice,13,413,NOLAB,0.5573333333333333,0.42724097788125726,0.46677471636952994
26,0.5,Bo,Lattice,13,413,NOLAB,0.5533980582524272,0.4817813765182186,0.5028571428571429
27,0.5,Bo,Lattice,13,413,NOLAB,0.574585635359116,0.4663677130044843,0.4976076555023924
28,0.5,Bo,Lattice,13,413,NOLAB,0.5111940298507462,0.4620060790273556,0.47624190064794814
29,0.5,Bo,Lattice,13,413,NOLAB,0.49583333333333335,0.4564393939393939,0.46875
30,0.5,Bo,Lattice,13,413,NOLAB,0.5627802690582959,0.4936575052854123,0.5158045977011494
31,0.5,Bo,Lattice,13,413,NOLAB,0.5421052631578948,0.4887839433293979,0.5052974735126324
32,0.5,Bo,Lattice,13,413,NOLAB,0.5672645739910314,0.47408207343412523,0.5043731778425655
33,0.5,Bo,Lattice,13,413,NOLAB,0.5468277945619335,0.4556786703601108,0.4843304843304843
34,0.5,Bo,Lattice,13,413,NOLAB,0.6005434782608696,0.48842874543239956,0.5231286795626577
35,0.5,Bo,Lattice,13,413,NOLAB,0.6181818181818182,0.4864457831325302,0.5301810865191147
36,0.5,Bo,Lattice,13,413,NOLAB,0.5446153846153846,0.4703504043126685,0.49297094657919405
37,0.5,Bo,Lattice,13,413,NOLAB,0.5131195335276968,0.5043914680050188,0.5070175438596491
38,0.5,Bo,Lattice,13,413,NOLAB,0.5491329479768786,0.479746835443038,0.5008802816901409
39,0.5,Bo,Lattice,13,413,NOLAB,0.5620689655172414,0.4768211920529801,0.5044742729306488
40,0.5,Bo,Lattice,13,413,NOLAB,0.5223880597014925,0.4752321981424149,0.48905908096280093
41,0.5,Bo,Lattice,13,413,NOLAB,0.5641711229946524,0.4938820912124583,0.5145326001571091
42,0.5,Bo,Lattice,13,413,NOLAB,0.570694087403599,0.44506104328523866,0.48294573643410854
43,0.5,Bo,Lattice,13,413,NOLAB,0.4814814814814815,0.451417004048583,0.4605633802816902
44,0.5,Bo,Lattice,13,413,NOLAB,0.5680272108843538,0.4430199430199431,0.4799196787148594
45,0.5,Bo,Lattice,13,413,NOLAB,0.554858934169279,0.49080622347949077,0.5107212475633529
46,0.5,Bo,Lattice,13,413,NOLAB,0.5223880597014925,0.4493392070484582,0.469968387776607
47,0.5,Bo,Lattice,13,413,NOLAB,0.5329153605015674,0.4642857142857143,0.4851957975167144
48,0.5,Bo,Lattice,13,413,NOLAB,0.5290858725761773,0.4783653846153846,0.4937133277451802
49,0.5,Bo,Lattice,13,413,NOLAB,0.5359712230215827,0.47455089820359286,0.492600422832981
50,0.5,Bo,Lattice,13,413,NOLAB,0.541371158392435,0.5074309978768577,0.5179487179487179
1,0.5,Bo,Lattice,2,413,COLAB,0.8720226079935406,0.8726439123790117,0.8722972972972973
2,0.5,Bo,Lattice,2,413,COLAB,0.8675179569034317,0.8741919443063153,0.8704892627850342
3,0.5,Bo,Lattice,2,413,COLAB,0.8613861386138614,0.8696558915537018,0.8651261494930441
4,0.5,Bo,Lattice,2,413,COLAB,0.8582574772431729,0.8711156393275599,0.8641686182669789
5,0.5,Bo,Lattice,2,413,COLAB,0.8707978938841636,0.8757700205338809,0.8729907176816845
6,0.5,Bo,Lattice,2,413,COLAB,0.8812821527502968,0.8640996602491506,0.8742138364779874
7,0.5,Bo,Lattice,2,413,COLAB,0.882803060813532,0.8673637864611998,0.8762790697674419
8,0.5,Bo,Lattice,2,413,COLAB,0.8719346049046321,0.8593508500772797,0.8665188470066518
9,0.5,Bo,Lattice,2,413,COLAB,0.8819055244195356,0.8741258741258742,0.878586183153546
10,0.5,Bo,Lattice,2,413,COLAB,0.8766851704996035,0.8672566371681416,0.8726085977942831
11,0.5,Bo,Lattice,2,413,COLAB,0.8826053042121684,0.8638799571275455,0.8747178329571106
12,0.5,Bo,Lattice,2,413,COLAB,0.863404255319149,0.8768447837150127,0.8695249130938586
13,0.5,Bo,Lattice,2,413,COLAB,0.8697394789579158,0.8576548899129545,0.86443345323741
14,0.5,Bo,Lattice,2,413,COLAB,0.8755221386800334,0.8615384615384616,0.869362000467399
15,0.5,Bo,Lattice,2,413,COLAB,0.871716787209745,0.871272365805169,0.8715240353524467
16,0.5,Bo,Lattice,2,413,COLAB,0.865904761904762,0.8760211436809227,0.8703782405439864
17,0.5,Bo,Lattice,2,413,COLAB,0.8630027877339705,0.872093023255814,0.867103825136612
18,0.5,Bo,Lattice,2,413,COLAB,0.8802417831507366,0.8635642517186674,0.873292199206699
19,0.5,Bo,Lattice,2,413,COLAB,0.8764659890539483,0.8661417322834646,0.8720591530360744
20,0.5,Bo,Lattice,2,413,COLAB,0.869377473911479,0.8727101925786754,0.8708231458842706
21,0.5,Bo,Lattice,2,413,COLAB,0.8743295019157088,0.8683255572835666,0.8717779246530073
22,0.5,Bo,Lattice,2,413,COLAB,0.8753127606338615,0.8724685276409414,0.8740828402366864
23,0.5,Bo,Lattice,2,413,COLAB,0.8679467084639498,0.8535502958579881,0.8615720524017467
24,0.5,Bo,Lattice,2,413,COLAB,0.8706489041684573,0.8847170809095717,0.8769559032716927
25,0.5,Bo,Lattice,2,413,COLAB,0.879837067209776,0.8598587724063009,0.8712756052141527
26,0.5,Bo,Lattice,2,413,COLAB,0.8768412438625205,0.8733965421081986,0.8753835260797734
27,0.5,Bo,Lattice,2,413,COLAB,0.8787878787878788,0.8671444321940462,0.8738633714152483
28,0.5,Bo,Lattice,2,413,COLAB,0.8830093592512599,0.8752577319587629,0.8798219584569733
29,0.5,Bo,Lattice,2,413,COLAB,0.8794055201698514,0.8700402530189764,0.8754274548119199
30,0.5,Bo,Lattice,2,413,COLAB,0.8632478632478633,0.8716683119447186,0.8670533125139416
31,0.5,Bo,Lattice,2,413,COLAB,0.8771358828315704,0.863761720904578,0.8714586747834231
32,0.5,Bo,Lattice,2,413,COLAB,0.8822652757078987,0.8604143947655398,0.8733953076582559
33,0.5,Bo,Lattice,2,413,COLAB,0.8758542141230068,0.8655772272008434,0.8715515338777312
34,0.5,Bo,Lattice,2,413,COLAB,0.8719346049046321,0.8593508500772797,0.8665188470066518
35,0.5,Bo,Lattice,2,413,COLAB,0.8668103448275862,0.8583830710797613,0.8630795099687725
36,0.5,Bo,Lattice,2,413,COLAB,0.8830146231721034,0.8704581358609795,0.8777923784494087
37,0.5,Bo,Lattice,2,413,COLAB,0.863363963244107,0.8672219500244978,0.8650968309859155
38,0.5,Bo,Lattice,2,413,COLAB,0.8689492325855962,0.8640679660169915,0.8667987670629679
39,0.5,Bo,Lattice,2,413,COLAB,0.8761061946902655,0.8775710088148874,0.8767353807320152
40,0.5,Bo,Lattice,2,413,COLAB,0.8850574712643678,0.8820678513731826,0.8838146406984553
41,0.5,Bo,Lattice,2,413,COLAB,0.8795620437956204,0.8672716959727736,0.8744384015133602
42,0.5,Bo,Lattice,2,413,COLAB,0.8749016522423289,0.876663254861822,0.8756672597864769
43,0.5,Bo,Lattice,2,413,COLAB,0.8743370053039576,0.8772504091653028,0.8755835667600373
44,0.5,Bo,Lattice,2,413,COLAB,0.8670411985018727,0.8874856486796785,0.8762248581743166
45,0.5,Bo,Lattice,2,413,COLAB,0.8710656048540008,0.8777614138438881,0.8739837398373984
46,0.5,Bo,Lattice,2,413,COLAB,0.8808385435821994,0.8662046908315565,0.8748639825897715
47,0.5,Bo,Lattice,2,413,COLAB,0.8669022379269729,0.864432216108054,0.8658161020677518
48,0.5,Bo,Lattice,2,413,COLAB,0.8656429942418427,0.8852698104035003,0.8743028743028743
49,0.5,Bo,Lattice,2,413,COLAB,0.870509277536518,0.8737662337662337,0.8719156572454015
50,0.5,Bo,Lattice,2,413,COLAB,0.8765197568389058,0.86152273888605,0.8701242100675528
1,0.5,Bo,Lattice,2,413,NOLAB,0.8735357398995935,0.8829533855052739,0.8774220724515586
2,0.5,Bo,Lattice,2,413,NOLAB,0.8817630597014925,0.8601348952786653,0.8731878958479944
3,0.5,Bo,Lattice,2,413,NOLAB,0.8709983400521698,0.8690825987593862,0.8701923076923077
4,0.5,Bo,Lattice,2,413,NOLAB,0.8651605231866826,0.8737468671679198,0.8688657563877248
5,0.5,Bo,Lattice,2,413,NOLAB,0.8738177623990773,0.8750813272608978,0.8743420164664597
6,0.5,Bo,Lattice,2,413,NOLAB,0.8776247459923233,0.8670369160405096,0.8732977303070761
7,0.5,Bo,Lattice,2,413,NOLAB,0.8692779613025012,0.872040946896993,0.8704508419337317
8,0.5,Bo,Lattice,2,413,NOLAB,0.8799147323543345,0.8662397723230167,0.8744490260201905
9,0.5,Bo,Lattice,2,413,NOLAB,0.8714659063910668,0.8780487804878049,0.874223388098854
10,0.5,Bo,Lattice,2,413,NOLAB,0.8684332868433287,0.8736035748483881,0.870611970410222
11,0.5,Bo,Lattice,2,413,NOLAB,0.8709296838131194,0.8624632473048024,0.867379093026442
12,0.5,Bo,Lattice,2,413,NOLAB,0.867060212514758,0.8751564455569462,0.8705423227021936
13,0.5,Bo,Lattice,2,413,NOLAB,0.8801026358759039,0.8656818962555823,0.8742706307307586
14,0.5,Bo,Lattice,2,413,NOLAB,0.8739514849240535,0.8782358581016299,0.8757294429708222
15,0.5,Bo,Lattice,2,413,NOLAB,0.8744242424242424,0.8718480138169258,0.8733618233618233
16,0.5,Bo,Lattice,2,413,NOLAB,0.8773478162480199,0.8751660026560425,0.8764634638675818
17,0.5,Bo,Lattice,2,413,NOLAB,0.8766014834794336,0.8789663068367681,0.877564614974687
18,0.5,Bo,Lattice,2,413,NOLAB,0.8620855358000961,0.8718354430379747,0.8662933624692707
19,0.5,Bo,Lattice,2,413,NOLAB,0.8722114451988361,0.8574387297204005,0.8661159379005839
20,0.5,Bo,Lattice,2,413,NOLAB,0.8668111753371869,0.8701550387596899,0.8682395143487859
21,0.5,Bo,Lattice,2,413,NOLAB,0.8788719371243643,0.8675675675675676,0.8742794400219599
22,0.5,Bo,Lattice,2,413,NOLAB,0.8733736059479553,0.8622635247261865,0.8687986879868799
23,0.5,Bo,Lattice,2,413,NOLAB,0.8667131891137474,0.8760923845193508,0.8707183793149407
